,Sentiment,Tweet
2889,negative,"Arghï¿½ Fantasy Surfer Carnageï¿½ Dane, Marlon &amp; Nat C all out!  #fantasysurfer"
2890,negative,feels slightly ill. Guess i shouldnt have eaten Mc Ds after all. 
2891,negative,"@awlred they dont exist  however, anodising services do exist, so i could get it done *-)"
2892,negative,wishing she hadnt drunk so mush yestaday 
2893,negative,I just got an amazing new pedal.... and I just blew both of my speakers. 
2894,negative,I wish I was in Sydney! 
2895,negative,@craigelder proof reading Defra Greener Living Fund bid - only a Govt dept could have a grant application deadline this close to Easter 
2896,negative,"@hairpins ohh how i envy you natalieeee! i need a new wardrobe, and something to wear out the weekend after this! "
2897,negative,@AnotherA   
2898,negative,@swati121 yeah i havnt got any crad/unlimited to text/call either  sucks. will catch up with you today sometime!! xxxxx
2899,negative,is sad coz alison's leaving england to france tonight 
2900,negative,"needs a mouse, looks like my lappy's touch pad is giving up na.  http://plurk.com/p/n0ni4"
2901,negative,what do u do when u find out that the person u supported and stood behind since day 1 tells u that in the past they tried to blow u off. 
2902,negative,Off out to doctors appointment. 
2903,negative,NASA lost RAW footage from the Apollo 11 mission?  http://www.wired.com/wired/archive/15.01/nasa.html
2904,negative,winter is slowly creeping into Cape Town  not looking forward to it...
2905,negative,"@cheekybeer Document Management Systems always a good idea, although rarely seems to happen in practice "
2906,negative,"i hate this time, i am super bored but everyone is sleeping "
2907,negative,About to ge ready for work as i have a 9 hour shift ahead of me  x
2908,negative,"@greyhoundgal omg front page! i'd be so excited, congratulations. sorry about torres hurting his paw tho  is that your dog?"
2909,negative,I'm so tired for no reason (other than going to bed late and sleeping in lately)... it makes me angry... 
2910,negative,@Denpasar good luck!!! look forward to the update. run not an option in this wind seriously!!!! blowing a real gale 
2911,negative,LAST DAY AT LSHS TOMORROW 
2912,negative,Can't smell Tyson any more ... 
2913,negative,wishes twitter had a translator!! Twitter just hasn't caught on in the southern hemisphere yet!! They'll get there aventually I guess! 
2914,negative,"@ChristinaStokes Is SH working for you? For me, It says that the website is down? "
2915,negative,alone at the office 
2916,negative,@J_xox ohh i hope so  not stopin till i get a reply! lol i wunder if Marvs read all the VS lyrics haha i can imagine his nxt blog about it
2917,negative,@kleinjinx it seems like my in-laws are coming over easter. we will have to meet another time. 
2918,negative,My camera spoil 
2919,negative,sooo not motivated to do work 
2920,negative, It still wont let me log in I know my user's thier cos anth sent me a friend request
2921,negative,"is still waiting for a dispatch, and just got up about an hour ago, after sleeping 4 hours. Guess I'll go back to bed "
2922,negative,Going to sleep have a busy day going to meetings and stuff - miss my girl shes in switzerland 
2923,negative,@marthagoneMAD  agreed. I wish it could just be pure and easy fun.
2924,negative,"urgh. my head hurts. think I've had about 7 hours sleep, but the cat was miaowing...   no rest for the wicked!"
2925,negative,one hour late-bad plumbers 
2926,negative,I really wish I was 100% better so I could be 100% awesome at work.  
2927,negative,i better be allowed to go to sway sway baby concert or i'll seriously cry 
2928,negative,"@Silverlines tadi di PIM udah sempet lirik2 mesra, tapi baru abis makan  definitely putting it in my agenda next time i go to PIM! "
2929,negative,"Marley and Me. I am crying like a kid, but a good movie. Have a good night people "
2930,negative,i've lost my favourite mac lipgloss...i'm so upset about it....i never lose things 
2931,negative,Pretty sure everything electrical in my house is slowly dying on me  [Like I have enough money to replace all my stuff!!!]
2932,negative,"Bed is *painfully* tempting right now, but if I take a nap I'll probably wake up at 4pm "
2933,negative,is frustrated that Rudd cant facilitate private enterprise investing in our broadband infrastructure..instead he needs to waste our money 
2934,negative,"@mercygrl oh wow, a little chubster.  You cant invite ppl to play uno on facebook at the moment "
2935,negative,"I want FFXII really bad, I never got a chance to play it. "
2936,negative,In the garage getting an estimate for the wheel damage on my car from Sunday's  little mishap - not looking good! 
2937,negative,Bah! Hairline fracture in the impellor hub  #titsuptuesday
2938,negative,Morning everyone. Bad dream woke me up 
2939,negative,@meatrack no more sneaky late arvo surfs now man  i feel the late arvo glass off is now a distant memory of summer.
2940,negative,can't sleep....i have to wake up in 4 hours 
2941,negative,@samdj1210 Unfortunately it didn't work. But thanks for the advice. I am bed ridden today 
2942,negative,Dear FBDimms please give me my 4GB of memory back.. I used to have 8  Running 90% full = crippled PC
2943,negative,searching for a job in Berlin in summer time...don't speak german... 
2944,negative,Piccy coming soon  -off to watch 90210. God i wanna move to america soo baadd 
2945,negative,"Oh no, it's a Harrods day  now I really will be sick."
2946,negative,"@tombot18 Never mind, it didn't work anyway "
2947,negative,has been sick  and her back is veryyy bad. watching american history x. wanna watch american beauty though. buy it meeee.
2948,negative,Entered a online poker tournement against 49 others... finished 18th 
2949,negative,isnt very happy with twitter at the moment.. wont let me upload my picture  wishing dougie or tom would reply to me..
2950,negative,"trying to extend reading the watchmen by not reading it at all, i dont want it to end "
2951,negative,@lucygooesy haha nice barbie backgroud! he still hasnt replied  lol
2952,negative,well it sunny outside..... but im stuck indoors far far away from a window  roll on dinner
2953,negative,@Rhinecruise09 You're absolutely right 
2954,negative,back to bed for me 
2955,negative,"i have failed you, martha. "
2956,negative,I don't want to be a grown up yet... 
2957,negative,as usual ... cooking what I hate 
2958,negative,"incredibly, immensely indecisive "
2959,negative,so my wish didn't come true  go to hell carolina   
2960,negative,yay! 2am and not a bit tired. 
2961,negative,@boagworld The profile picture makes a happy return! I think I need a new promo picture 
2962,negative,"@fairy06 OMG WTF! Sure, he talks NOW. I'm at school. I don't have a phone... "
2963,negative,"@moony394 i'll miss him too, bb  the episode seemed unimportant after foreteen found kutner, so i stopped watching."
2964,negative,except for the fact JW stuff is out and it rocks... shame I'm skint! 
2965,negative,@taitaisanchez omg i know i am so sad 
2966,negative,Ternyata hanya gue yang make twitter ....  
2967,negative,Being in pain as I have done my back in 
2968,negative,@hippychick3 clarkes shoes don't fir her - they don't go small enough for her feet - we have to go to specialist shoe shops 
2969,negative,"Off to work   ahhhh, such is life for the poor &amp; unknown... was thinking earlier how much loot that Miley Cyrus has at age 15 ..."
2970,negative,Sitting @seb and waiting for hours. Bad customer service 
2971,negative,"Finally wrapped.  My body has literally broken down this evening.  In bed, return of super fever "
2972,negative,@Yuddylicious He hatez me. 
2973,negative,I really should be sleeping already but just can't seem to get to bed before the sun comes up. Progress on sorting out life is slow+hard. 
2974,negative,@jjprojects  maybe a broken mbp from eBay? One with a broken screen or something. Good luck.
2975,negative,No O2 GPRS  Anyone else with issues?
2976,negative,@Ryuoky No sun here  and I was hoping to sit out on the balcony 
2977,negative,the maine- please out me to sleep! i have tests in the morning! 
2978,negative,WANTS TO BUY BIG BANG THEORY ON DVD!!  byeeee.x
2979,negative,Fucking boredom... Makes me wanna go have a smoke... 
2980,negative,@kimberley_ lol awww!  I want a cuddles now  you almost made my eyes  leak. love you too &lt;3
2981,negative,Sleep for now then get up in 4 hours  then a very busy week aghhhhh
2982,negative,@phil_hellmuth So sad 
2983,negative,"My cousins can't stop playing Frozen Bubble Twisted &amp; Resco Bubble. Bye bye #N85, see you after a week or two "
2984,negative,Pure hurt my neck at the gym 
2985,negative,work time 
2986,negative,I'm not ready for school yet 
2987,negative,Today's plan: driving back to Vienna: spring cleaning in my flat 
2988,negative,@HippyDi that's sad 
2989,negative,"suck , when you know you haven't done anything wrong , but it feels like you have "
2990,negative,@dian_yach I would love to swim but don't know how  
2991,negative,"Mmmm, i want eatser show on the 14th; not 15th   this is bad for me  Maddie D:"
2992,negative,"Today I'm really amazed (scared) by how many basic errors I find on e-commerce websites. Wrong error messages, no loading icons, etc. "
2993,negative,why won't twitter let me change my picture? 
2994,negative,"@ZoeAimee I'm trying to research some dude for my english assignment that is due tomorrow, and my internet keeps freezing and won't load "
2995,negative,"just got up, pshhh going on the trampoline, even though I am all sore "
2996,negative,Homework 
2997,negative,@pmarnandus re: daily gossip.. well the twitter gossips are mostly from E! Online which I cannot access!! 
2998,negative,http://twitpic.com/2y7bg - This is Ashley from Kick's afternoon show. He's not impressed with the Twitter 
2999,negative,@islandiva147 I sent u a tweet yesterday but I don't know why it didn't work  I guess you're sleeping right now I am working soon noon !!!
