,Tweet,Sentiment
14894,good day in the sun... little bit burnt tho... well actualy quite alot  very sore  heh,neutral
14895,from seeing all my koreans buisnesses failing.,negative
14896,Hey  sorry about your headahce,negative
14897,Class until 9:30  yes on a Friday night...,neutral
14899, no sign yet,neutral
14900,Where did everyone go?? boo got no-one to twitter on to now  Wonder if I can con some innocent un-suspecting people into talking to me??,neutral
14902,Just heard a single i had been waiting MONTHS to hear....and...im disappointed.,negative
14903, Awww... It works ok for me.. but I have an apple laptop so it might be a little difference!!,positive
14904, I`m so mad I cant go to that...you`re like an hour away from me.,negative
14905,"probably going to miss Silverstone`s race again this season in iRacing , so sad   this track is pure laser scanned awesomeness",neutral
14906,needs to find SOMETHING to wear to graduation. lol can`t find anything!,neutral
14907,...And omg whats this dirty letter from Danny everyones been on about? Its absolutely none of my business but I still feel left out lol,negative
14908," It felt nice, but staying outside for too long and your definitely getting burned! Hurricane season is here though",negative
14909, man i need 2 find a siitter Val still aint **** wit me  LOL,negative
14912," Sorry to hear that.  If I didn`t already so much planned this weekend, I`d have considered going too.",negative
14913,Nooooo! Its going to rain on my birthday,negative
14914,I was so hype about it being Friday & it raining outside..No rain all day... But its rainin when its time to kick-it..Mr Sun is trippin.,neutral
14915,Maaaan... it is way too nice outside to be in here working.,positive
14917,is sad she is going to miss the Dream Team party... but i didnt RSVP in time.,negative
14918,paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!,neutral
14921,is tired if ppl **** talking,negative
14922,Turn over report...done,neutral
14923,gets to get up at 8am tommorow to collect money for Relay for Life! Yay Me! I do not want to get up,neutral
14924,"  Ugh, you people and your fancy trips to Italy while I`m slaving away at this computer.",negative
14925, I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!,negative
14926," sorry about Mr Grey, Menlo",negative
14927,_e im going to my dance class now,neutral
14928,SB 239K.  Flop A Q 9.  4 players check. Turn 9. I check call 200 bet. River brick. I check call with trip 9`s with K kick. He shows A9.,neutral
14929, just stop talking if ur gonna be that mean,negative
14930," no i didnt! i couldnt get to liverpool today, of all days!  did you?",neutral
14931,wanted to sleep but a friend from Denmark just poked me on IM,neutral
14932, yeah same here... I have a bit of headache too... ick,negative
14933,"Ugh. I hate bad grades. 1st time I`ve ever failed a class and no As- B, B, D, W, I, I! Not like me at all",negative
14934,really wants to go see AI tonight.,neutral
14936,_Foster Still not working,negative
14938, dont ignore me,neutral
14939, What the heck? Why?? What`s going on?,negative
14941,: psh...didn`t even pay for me though,negative
14942, haha i wish i could! I look like a little boy now,positive
14945,Hmmm.... My whole body feels sore!,negative
14947,"...wait, I lied.",negative
14949,sometimes the fact that my health for the lack of a better word SUCKS really scares me,negative
14950,my day is starting at 2:38pm. woops  work in less than 3 hours...,negative
14951,"Hey,  Thank you SO much for the #followfriday. I failed miserably to get a list together this week",neutral
14952,IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,negative
14953,man im so sad school is ending  but then again high school might be better :O,neutral
14954,just picked her kids up from Challenger for the last time.,neutral
14955, I love you Thomas.I will always respect and support your decision.and I`ll miss you  but you`re gonna do amazing things <3 you,positive
14956,"for about 3-4 weeks now i got 3 different pairs of strighters thinking they wasn`t working, just realised it was on the lowest setting",neutral
14957,"I wanna go home, but I can`t cause the customers won`t leave... And my boss won`t let me leave either",negative
14959,Gotta love nasty weatherrrrr.  so jealous ur at knotts,neutral
14960,I need a haircut. I should not be able to pull my hair into a ponytail.,neutral
14961,"I worked more today than I did yesterday, but my time card says that I worked the same....  oh well... Hello weekend!",neutral
14962, just looked at your hotel web site..what a place   but they do massage  and thats my job..  lol  lol,neutral
14964," WGN in Chicago used to be the calm airing of ideas, but in the last 30 days they changed the programing to sound-bite shouting",neutral
14966," that sucks...wish we could get it there cheaper...   if you`re in montreal, there`s a cool shop that carries them up there!",neutral
14967, Sorry Ali,negative
14968, it wasn`t that good tonight  I know DCD though .... I won`t say what happened!,negative
14969,is getting ready for another makeup baseball game.  Played the same team last night & got run ruled.,neutral
14970,It appears I`m going home tomorrow...and it`s not a good thing...,negative
14971,Preston stayed home and I don`t know why,neutral
14972,"Has so much to blog, but has no time to",neutral
14973,_lord But that means you`ll leave me alone.,neutral
14974,"Shipwrecked all weekend  license wasn`t suspended, it got cancelled. Can`t take the risk driving and no one lives near me",negative
14975,this is gonna sound really sad & depressing but I really really miss my uncle Sam,negative
14976,"Not going to graduation, hubby-to-be not feeling well  so instead, doing more job hunting online!",negative
14977,sad   Miss my friends !,negative
14978,Farewell dinner with my kimmy. Last time i`ll see her in a while,negative
14980," Ohhh french tip! My fave, my nails aren`t long enough yet tho  Ill ask the manicurist",positive
14983," Kewl, I only got my iPhone and gotta hope it lasts all weekend  Only got a shuffle, might bring that anyways... See ya 8am!",positive
14985,Awaiting reply from two projects. One cancelled.,negative
14986,_sian lol. I don`t have the benefit of Sky+ and hubbie was watching them so had to sit thru it.,neutral
14987," Oh no! you poor thing  you must have booked the tickets before you realised it was Pat Kenny`s last night, gutted for you....",negative
14988,Feeling deflated. Hubby saw swing set & thinks is a piece of junk. I thought I had found something good 4 the kids,neutral
14989,OMGosh! it`s 79 degrees and I`m sweating and miserable!  what am i gonna do when i visit the ATX? need..AC! need...AC!,negative
14991, no  I didn`t yet he never texted backk.,neutral
14992, i just drove past your hotel  wish u was ere. I`m thinking a december trip for a real white xmas!!,positive
14993,has some bad newss,negative
14995,"srsly, nobody evr reply`s 2 me.",negative
14996,is sad that Piggy died,negative
14997," any chance you`ll have  a Madison, WI location soon?  maybe too small...",neutral
14998, go for the 1 that you want to go to most? my bro had to switch when he did his 1st time  it`s www.direct.gov.uk/studentfinance :],neutral
14999,_Nye why so quiet lately?,neutral
15000, Is it true there won`t be any Fantastic 4 sequels?  I wished they introduced a Franklin Richards character... will they?,positive
15001,"Okay, whats up with twitter,, :/ my laptop is completely broke, and now my computer is acting up   so I dont reckon I will be on for t ...",negative
15002,Feels all kinds of not so well right now,negative
15003,"Going on 1,116 days still no new tattoo.",neutral
15005,God **** you Twitter!!!!!!!!!!!!!! Stop eating my undeleted DMs!!!!!!!!!!!!!!!!!!!!!!!!!!,negative
15006, when you haven`t had one in over a week! that was a really mean joke he just played on me!,negative
15007,"Is getting excited for the weekend.......Or, hang on, i am going to be all alone   never mind, excitement lost",neutral
15008," Hi, I hope Ray is o.k. Please give him our love and hope he returns soon. Hope its not too bad",positive
15010, ugh but they are so unattractive! u might as well drink from a regular glass. i really dont like them,negative
15011, so my son is not the only one!  that`s really nice to know.  he really is good at being three. and dh will be late today,positive
15012,thank/ u guys so so much for helping me out on the followers thing! but im probably not gonna win cause i dont have 100 followers yet!,positive
15013, nope  don`t think I will. Thnx for asking lol I will be fine,positive
15017,_Bloody_Poet What`s the matter?,neutral
15018,Work soon. Lame going to miss the   Go Lakers! Hope you win!!!!,negative
15019,I need a Xanax and have none,neutral
15020, haha wtf is that! You don`t want me to leave,neutral
15021,Computer pissing me off. 4 gig ram 2.5ghz Dual core and vista freezes...**** you microsoft...i want win 7,negative
15022,IN PAIN. my big toe got stamped on during the hokey cokey. it hurts so much! anyone have any suggestions to help with it?,negative
15023,"Latest: Saw Animal Collective in Oakland and they were AMAZING! Now, I am trying to clean my room",positive
15026,http://twitpic.com/67l90 -  girrrrrrrrlll i`m going to miss you so bad!!!!,negative
